company_top5,title,location,avg_experience,avg_base_salary
OTHERS,"PRODUCT DESIGNER","Detroit, MI",7,110000
OTHERS,"SOFTWARE ENGINEER","Providence, RI",6,110000
OTHERS,"HUMAN RESOURCES","Indianapolis, IN",8,110000
GOOGLE,"DATA SCIENTIST","London, EN, United Kingdom",7,110000
GOOGLE,"SOFTWARE ENGINEER","Usaquen, CU, Colombia",2.5,110000
GOOGLE,"DATA SCIENTIST","Brampton, ON, Canada",5,110000
GOOGLE,"HARDWARE ENGINEER","San Jose, CA",1,110000
OTHERS,"SOFTWARE ENGINEER","Oregon, OH",1.5,110000
OTHERS,"PRODUCT DESIGNER","Miami, FL",2,110000
OTHERS,RECRUITER,"St. Louis, MO",7,110000
OTHERS,SALES,"Natick, MA",4,110000
MICROSOFT,"SOFTWARE ENGINEER","Bellevue, OH",7,110000
MICROSOFT,"SOLUTION ARCHITECT","Zurich, ZH, Switzerland",3,110000
OTHERS,"PRODUCT MANAGER","Milwaukee, WI",8,110000
OTHERS,"MANAGEMENT CONSULTANT","Princeton, NJ",7,110000
OTHERS,"HARDWARE ENGINEER","Texas City, TX",21,110000
ORACLE,MARKETING,"Seattle, WA",11,110000
ORACLE,"DATA SCIENTIST","Toronto, ON, Canada",7,110000
ORACLE,"SOLUTION ARCHITECT","Bangalore, KA, India",24,110000
ORACLE,"SOLUTION ARCHITECT","Las Vegas, NV",15,110000
OTHERS,"TECHNICAL PROGRAM MANAGER","Hartford, CT",9,110000
OTHERS,SALES,"Milpitas, CA",10,110000
OTHERS,"MANAGEMENT CONSULTANT","Lexington, KY",10,110000
OTHERS,"SOLUTION ARCHITECT","Newtown Square, PA",10,110000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Altrincham, EN, United Kingdom",35,110000
OTHERS,"PRODUCT MANAGER","Melbourne, VI, Australia",5,110000
OTHERS,"BUSINESS ANALYST","Fremont, CA",4.5,110000
OTHERS,"SOFTWARE ENGINEER","South Bend, IN",10,110000
OTHERS,"DATA SCIENTIST","Waterloo, ON, Canada",15,110000
OTHERS,MARKETING,"Needham, MA",12,110000
OTHERS,"BUSINESS ANALYST","Providence, RI",7,110000
OTHERS,"SOLUTION ARCHITECT","Cork, CK, Ireland",0,110000
OTHERS,"SOFTWARE ENGINEER","Ingolstadt, BY, Germany",10,110000
OTHERS,"DATA SCIENTIST","Irving, TX",8,110000
OTHERS,"BUSINESS ANALYST","Pleasanton, CA",6,110000
OTHERS,"SOFTWARE ENGINEER","Ann Arbor, MI",4.9411764705882355,109941.17647058824
OTHERS,"SOFTWARE ENGINEER","Jacksonville, FL",7,109833.33333333333
OTHERS,"BUSINESS ANALYST","Los Angeles, CA",5.777777777777778,109777.77777777778
OTHERS,"SOFTWARE ENGINEER","Wichita, KS",9.25,109750
OTHERS,"SOFTWARE ENGINEER","Naperville, IL",7.142857142857143,109714.28571428571
APPLE,"SOFTWARE ENGINEER","London, EN, United Kingdom",6.894736842105263,109684.21052631579
OTHERS,"SOFTWARE ENGINEER","Wilmington, DE",6.055555555555555,109666.66666666667
OTHERS,"SOLUTION ARCHITECT","Tokyo, TY, Japan",12.4,109600
OTHERS,"SOFTWARE ENGINEER","South Jordan, UT",3,109600
OTHERS,"SOFTWARE ENGINEER","Fairfax, VA",4.575757575757576,109575.75757575757
OTHERS,"SOFTWARE ENGINEER","Mount Laurel, NJ",9.142857142857142,109571.42857142857
OTHERS,"HARDWARE ENGINEER","Orlando, FL",14.333333333333334,109333.33333333333
OTHERS,"HUMAN RESOURCES","Austin, TX",4.8,109300
MICROSOFT,"TECHNICAL PROGRAM MANAGER","Vancouver, BC, Canada",15.75,109250
OTHERS,"SOFTWARE ENGINEER","Westford, MA",4.333333333333333,109000
MICROSOFT,"DATA SCIENTIST","London, EN, United Kingdom",5,109000
MICROSOFT,"SOFTWARE ENGINEER","Paris, IL, France",12,109000
ORACLE,"BUSINESS ANALYST","Broomfield, CO",11,109000
OTHERS,"SOFTWARE ENGINEER","St Paul, MN",6.4,109000
AMAZON,"TECHNICAL PROGRAM MANAGER","Vancouver, BC, Canada",12.333333333333334,109000
AMAZON,"SOLUTION ARCHITECT","Newcastle Upon Tyne, EN, United Kingdom",9,109000
AMAZON,"SOFTWARE ENGINEERING MANAGER","Gurgaon, HR, India",16,109000
GOOGLE,SALES,"London, EN, United Kingdom",13,109000
OTHERS,"SOFTWARE ENGINEER","Charlottesville, VA",4.333333333333333,108666.66666666667
OTHERS,"PRODUCT MANAGER","Montreal, QC, Canada",5.75,108500
OTHERS,"PRODUCT DESIGNER","London, EN, United Kingdom",8.05,108450
MICROSOFT,"SOFTWARE ENGINEER","London, EN, United Kingdom",10.692307692307692,108384.61538461539
OTHERS,"MECHANICAL ENGINEER","Seattle, WA",5.925925925925926,108370.37037037036
MICROSOFT,"SOFTWARE ENGINEER","Melbourne, VI, Australia",11.333333333333334,108333.33333333333
OTHERS,"HARDWARE ENGINEER","Los Angeles, CA",4,108250
OTHERS,"HUMAN RESOURCES","Chicago, IL",7.111111111111111,108222.22222222222
OTHERS,"SOFTWARE ENGINEERING MANAGER","Mumbai, MH, India",10.333333333333334,108222.22222222222
OTHERS,"SOFTWARE ENGINEER","Redlands, CA",3.5,108200
OTHERS,"SOFTWARE ENGINEER","Auckland, AU, New Zealand",10.333333333333334,108166.66666666667
OTHERS,"SOLUTION ARCHITECT","London, EN, United Kingdom",9.142857142857142,108142.85714285714
OTHERS,"SOFTWARE ENGINEER","Pasadena, CA",5.75,108083.33333333333
AMAZON,"SOFTWARE ENGINEER","Amsterdam, NH, Netherlands",9.6,108000
AMAZON,SALES,"Frankfurt, HE, Germany",15,108000
APPLE,RECRUITER,"Sunnyvale, CA",8,108000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Gold Coast, QL, Australia",21,108000
OTHERS,"HARDWARE ENGINEER","Endicott, NY",10,108000
OTHERS,"HARDWARE ENGINEER","Huntington Beach, CA",6,108000
OTHERS,"MECHANICAL ENGINEER","Salt Lake City, UT",7.5,108000
OTHERS,"HUMAN RESOURCES","Cupertino, CA",15,108000
OTHERS,SALES,"Atlanta, GA",5.166666666666667,108000
OTHERS,"DATA SCIENTIST","Holmdel, NJ",6,108000
OTHERS,"SOFTWARE ENGINEER","Raritan, NJ",4.333333333333333,108000
OTHERS,"PRODUCT DESIGNER","Baltimore, MD",6.5,108000
MICROSOFT,"SOFTWARE ENGINEER","Morrisville, NC",3,108000
OTHERS,"SOFTWARE ENGINEER","San Dimas, CA",5,108000
OTHERS,"TECHNICAL PROGRAM MANAGER","Salt Lake City, UT",1,108000
OTHERS,"SOLUTION ARCHITECT","Denver, CO",15.714285714285714,107857.14285714286
OTHERS,"SOFTWARE ENGINEER","Nashua, NH",2.6,107800
AMAZON,"SOFTWARE ENGINEER","Chicago, IL",5,107750
OTHERS,"SOFTWARE ENGINEER","Greenville, SC",4,107500
OTHERS,"BUSINESS ANALYST","Irving, TX",9.5,107500
OTHERS,"DATA SCIENTIST","Newark, NJ",2,107500
OTHERS,"MECHANICAL ENGINEER","Kent, WA",4.909090909090909,107363.63636363637
OTHERS,"BUSINESS ANALYST","Washington, DC",3.303030303030303,107151.51515151515
OTHERS,"HARDWARE ENGINEER","Everett, WA",1,107000
OTHERS,"DATA SCIENTIST","Mc Lean, VA",4,107000
OTHERS,"PRODUCT MANAGER","Burlington, VT",9,107000
OTHERS,"TECHNICAL PROGRAM MANAGER","Omaha, NE",20,107000
OTHERS,"SOFTWARE ENGINEER","Columbus, GA",15,107000
GOOGLE,RECRUITER,"Austin, TX",7.7,107000
OTHERS,"TECHNICAL PROGRAM MANAGER","Hsin-chu, TP, Taiwan",20,107000
ORACLE,"PRODUCT MANAGER","Washington, DC",3,107000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Calgary, AB, Canada",17.5,107000
OTHERS,"MANAGEMENT CONSULTANT","Ottawa, ON, Canada",4,107000
OTHERS,"SOFTWARE ENGINEER","Aliso Viejo, CA",4,107000
OTHERS,"BUSINESS ANALYST","New York Mills, NY",4,107000
OTHERS,"SOFTWARE ENGINEER","Fort Mill, SC",4.4,106800
OTHERS,"SOFTWARE ENGINEER","Milford, MI",9.4,106800
GOOGLE,"SOFTWARE ENGINEER","Munich, BY, Germany",4.190476190476191,106761.90476190476
OTHERS,"SOLUTION ARCHITECT","Munich, BY, Germany",8.5,106750
OTHERS,RECRUITER,"Newark, NJ",6.666666666666667,106666.66666666667
OTHERS,MARKETING,"Dallas, TX",7.666666666666667,106666.66666666667
OTHERS,"DATA SCIENTIST","Phoenix, AZ",5.25,106500
OTHERS,MARKETING,"Hong Kong, HK, Hong Kong (SAR)",9,106500
GOOGLE,"SOLUTION ARCHITECT","London, EN, United Kingdom",9.5,106500
OTHERS,"DATA SCIENTIST","Chandler, AZ",5,106500
OTHERS,"SOFTWARE ENGINEER","Omaha, NE",7.473684210526316,106473.68421052632
OTHERS,"SOFTWARE ENGINEER","Broomfield, CO",8,106333.33333333333
OTHERS,"SOLUTION ARCHITECT","Herndon, VA",3,106333.33333333333
OTHERS,"SOLUTION ARCHITECT","Bellevue, WA",13.571428571428571,106285.71428571429
OTHERS,"MECHANICAL ENGINEER","El Segundo, CA",3.75,106250
OTHERS,"BUSINESS ANALYST","New York, NY",4.238095238095238,106222.22222222222
OTHERS,"SOFTWARE ENGINEERING MANAGER","Berlin, BE, Germany",9.625,106062.5
OTHERS,"SOFTWARE ENGINEER","Trondheim, ST, Norway",19,106000
OTHERS,RECRUITER,"Mountain View, CA",4,106000
OTHERS,"DATA SCIENTIST","Woonsocket, RI",4.5,106000
OTHERS,"DATA SCIENTIST","Spring, TX",0,106000
GOOGLE,"SOFTWARE ENGINEER","Reidsville, NC",0,106000
OTHERS,MARKETING,"San Diego, CA",7,106000
OTHERS,"SOFTWARE ENGINEER","Atlanta, NY",3,106000
OTHERS,"MECHANICAL ENGINEER","Baltimore, MD",3,106000
OTHERS,"SOFTWARE ENGINEER","Wilsonville, OR",8.5,106000
OTHERS,"SOFTWARE ENGINEER","Charlotte, NC",5.670886075949367,105898.73417721518
OTHERS,"SOFTWARE ENGINEER","Dover, NH",5,105500
OTHERS,"MECHANICAL ENGINEER","Hartford, CT",7,105500
MICROSOFT,"SOFTWARE ENGINEER","Haifa, HA, Israel",3.5,105500
OTHERS,"SOFTWARE ENGINEERING MANAGER","Montreal, QC, Canada",11.5,105500
OTHERS,"BUSINESS ANALYST","San Diego, CA",5.222222222222222,105444.44444444444
AMAZON,"SOLUTION ARCHITECT","Amsterdam, NH, Netherlands",15.4,105400
OTHERS,"SOFTWARE ENGINEER","Basking Ridge, NJ",5.181818181818182,105272.72727272728
OTHERS,"SOFTWARE ENGINEER","Plano, TX",5.173913043478261,105167.70186335404
OTHERS,"MECHANICAL ENGINEER","Austin, TX",4.5,105166.66666666667
OTHERS,"DATA SCIENTIST","Gainesville, FL",2,105000
AMAZON,"MECHANICAL ENGINEER","Grand Rapids, MI",3,105000
AMAZON,RECRUITER,"San Jose, CA",13,105000
AMAZON,"SOLUTION ARCHITECT","London, KY",10,105000
OTHERS,"MECHANICAL ENGINEER","Munich, BY, Germany",19,105000
OTHERS,"PRODUCT DESIGNER","Gaithersburg, MD",5,105000
OTHERS,"SOLUTION ARCHITECT","Delhi, DL, India",20,105000
OTHERS,"TECHNICAL PROGRAM MANAGER","Dublin, DN, Ireland",11,105000
OTHERS,"HARDWARE ENGINEER","Jacksonville, FL",3,105000
OTHERS,"SOFTWARE ENGINEER","Long Beach, CA",5.5,105000
OTHERS,"SOLUTION ARCHITECT","Lexington Park, MD",6,105000
OTHERS,"BUSINESS ANALYST","McLean, NE",3,105000
OTHERS,"PRODUCT DESIGNER","Kansas City, MO",11,105000
OTHERS,"SOFTWARE ENGINEER","Downingtown, PA",4,105000
OTHERS,"SOFTWARE ENGINEER","Johnston, RI",2,105000
OTHERS,"MECHANICAL ENGINEER","Johnston, RI",1,105000
OTHERS,"HUMAN RESOURCES","Denver, CO",13.5,105000
OTHERS,"SOFTWARE ENGINEER","Helena, MT",5.75,105000
GOOGLE,"BUSINESS ANALYST","Berlin, BE, Germany",8,105000
GOOGLE,SALES,"Redwood City, CA",7,105000
OTHERS,"SOFTWARE ENGINEER","Holmdel, NJ",3.6153846153846154,105000
OTHERS,SALES,"Columbus, OH",6,105000
OTHERS,"HUMAN RESOURCES","Bethesda, MD",6,105000
OTHERS,"MECHANICAL ENGINEER","Orlando, FL",6.5,105000
OTHERS,"PRODUCT MANAGER","South Jordan, UT",5,105000
ORACLE,"BUSINESS ANALYST","Redwood City, CA",6.333333333333333,105000
OTHERS,"BUSINESS ANALYST","Irvine, CA",10,105000
OTHERS,SALES,"Plano, TX",5,105000
OTHERS,"SOLUTION ARCHITECT","Overland Park, KS",23,105000
OTHERS,"DATA SCIENTIST","Boca Raton, FL",2,105000
OTHERS,"SOFTWARE ENGINEER","San Leandro, CA",5.5,105000
OTHERS,"MANAGEMENT CONSULTANT","Plano, TX",13,105000
OTHERS,"DATA SCIENTIST","Hartford, CT",3,104750
OTHERS,"SOFTWARE ENGINEER","Tallinn, HA, Estonia",7,104714.28571428571
AMAZON,"SOLUTION ARCHITECT","Toronto, ON, Canada",9.25,104666.66666666667
OTHERS,"PRODUCT MANAGER","Lehi, UT",3.8,104600
AMAZON,"SOFTWARE ENGINEER","Toronto, ON, Canada",4.71875,104562.5
OTHERS,"SOFTWARE ENGINEER","Issaquah, WA",5,104555.55555555556
OTHERS,"MECHANICAL ENGINEER","Boston, MA",4.75,104500
OTHERS,"SOFTWARE ENGINEER","Dulles, VA",6.166666666666667,104500
OTHERS,"SOFTWARE ENGINEER","Vancouver, BC, Canada",6.628571428571429,104440
OTHERS,RECRUITER,"Denver, CO",8.6,104400
MICROSOFT,SALES,"Toronto, ON, Canada",9.75,104250
OTHERS,"MECHANICAL ENGINEER","Chicago, IL",3,104000
MICROSOFT,"SOFTWARE ENGINEER","Charlotte, NC",0,104000
OTHERS,"SOLUTION ARCHITECT","Ottawa, ON, Canada",10.5,104000
OTHERS,"HARDWARE ENGINEER","Redondo Beach, CA",4.666666666666667,104000
OTHERS,"PRODUCT MANAGER","Kansas City, KS",2,104000
OTHERS,"MECHANICAL ENGINEER","Chandler, AZ",4,104000
OTHERS,"PRODUCT DESIGNER","Dearborn, MI",4,104000
OTHERS,"SOFTWARE ENGINEER","Daly City, CA",15.5,104000
GOOGLE,MARKETING,"Redwood City, CA",1,104000
GOOGLE,"BUSINESS ANALYST","London, EN, United Kingdom",9,104000
OTHERS,"SOFTWARE ENGINEER","Columbus, OH",5.478260869565218,103956.52173913043
OTHERS,"PRODUCT DESIGNER","Boston, MA",5.5,103909.09090909091
OTHERS,"SOFTWARE ENGINEER","Illinois City, IL",5.8,103800
OTHERS,"BUSINESS ANALYST","Austin, TX",4.647058823529412,103764.70588235294
OTHERS,"SOFTWARE ENGINEER","Duluth, GA",8,103750
AMAZON,"HARDWARE ENGINEER","Boston, MA",4.666666666666667,103666.66666666667
OTHERS,"DATA SCIENTIST","Orlando, FL",5,103666.66666666667
OTHERS,"SOFTWARE ENGINEER","Hudson, MA",5.8,103600
OTHERS,"SOFTWARE ENGINEER","Alexandria, VA",1.5,103500
OTHERS,"SOFTWARE ENGINEER","Clifton, NJ",3,103500
OTHERS,"SOFTWARE ENGINEER","Detroit, MI",4.947368421052632,103347.36842105263
OTHERS,"HUMAN RESOURCES","London, EN, United Kingdom",12,103333.33333333333
OTHERS,"DATA SCIENTIST","Boise, ID",7.666666666666667,103333.33333333333
OTHERS,"SOFTWARE ENGINEER","Nashville, TN",4.515151515151516,103181.81818181818
OTHERS,"BUSINESS ANALYST","Oxford, MS",6,103000
OTHERS,"SOFTWARE ENGINEER","Hartford, CT",6.5,103000
AMAZON,RECRUITER,"Austin, TX",6.428571428571429,103000
AMAZON,"SOLUTION ARCHITECT","Vancouver, WA",1,103000
AMAZON,"SOFTWARE ENGINEER","Munich, BY, Germany",18.5,103000
AMAZON,"SOFTWARE ENGINEER","Rialto, CA",2,103000
OTHERS,"BUSINESS ANALYST","Thousand Oaks, CA",12,103000
OTHERS,"BUSINESS ANALYST","Vienna, VA",3,103000
OTHERS,RECRUITER,"Teaneck, NJ",9.5,103000
OTHERS,RECRUITER,"Irvine, CA",7,103000
OTHERS,"SOFTWARE ENGINEER","Toronto, OH",5,103000
OTHERS,"DATA SCIENTIST","Shelton, CT",1,103000
ORACLE,"MANAGEMENT CONSULTANT","Portland, OR",10,103000
OTHERS,"DATA SCIENTIST","Albuquerque, NM",1,103000
OTHERS,"HUMAN RESOURCES","Redwood City, CA",7,103000
OTHERS,"PRODUCT MANAGER","Berlin, CT",7,103000
OTHERS,"PRODUCT MANAGER","Las Vegas, NV",3,103000
OTHERS,"PRODUCT MANAGER","Chandler, AZ",17.4,102800
AMAZON,"SOLUTION ARCHITECT","Berlin, BE, Germany",12.5,102750
OTHERS,"SOFTWARE ENGINEER","Melbourne, FL",9.25,102750
OTHERS,"SOFTWARE ENGINEER","Weston, FL",8.875,102625
MICROSOFT,SALES,"Dallas, TX",6,102500
OTHERS,"MECHANICAL ENGINEER","Washington, DC",8.5,102500
OTHERS,"SOFTWARE ENGINEER","Chandler, AZ",6.804878048780488,102463.41463414633
OTHERS,"SOFTWARE ENGINEER","Poughkeepsie, NY",5,102409.09090909091
OTHERS,"SOFTWARE ENGINEER","Florham Park, NJ",4.333333333333333,102333.33333333333
APPLE,"HARDWARE ENGINEER","Munich, BY, Germany",7,102333.33333333333
AMAZON,"BUSINESS ANALYST","Seattle, WA",5.057142857142857,102314.28571428571
AMAZON,"PRODUCT MANAGER","Munich, BY, Germany",11,102250
OTHERS,"BUSINESS ANALYST","Charlotte, NC",7.285714285714286,102142.85714285714
OTHERS,SALES,"London, EN, United Kingdom",7.777777777777778,102111.11111111111
OTHERS,"BUSINESS ANALYST","Brooklyn, NY",5,102000
OTHERS,"DATA SCIENTIST","London, EN, United Kingdom",4.242424242424242,102000
OTHERS,"SOFTWARE ENGINEER","Lansing, MI",6.5,102000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Orlando, FL",20,102000
AMAZON,"MECHANICAL ENGINEER","North Reading, MA",3,102000
AMAZON,"SOFTWARE ENGINEER","Providence, RI",1,102000
OTHERS,"SOLUTION ARCHITECT","Julianadorp, NH, Netherlands",16,102000
OTHERS,"HUMAN RESOURCES","Richmond, VA",5,102000
OTHERS,"PRODUCT MANAGER","Kitchener, ON, Canada",3,102000
GOOGLE,"HARDWARE ENGINEER","Chicago, IL",3.5,102000
OTHERS,"MECHANICAL ENGINEER","Vancouver, WA",6,102000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Markham, ON, Canada",7,102000
ORACLE,"PRODUCT MANAGER","Hyderabad, TS, India",18,102000
OTHERS,"PRODUCT MANAGER","Fredericton, NB, Canada",10,102000
OTHERS,"SOFTWARE ENGINEER","Bern, BE, Switzerland",1,102000
OTHERS,MARKETING,"Baltimore, MD",10,102000
OTHERS,"SOFTWARE ENGINEER","Springfield, VA",6,102000
OTHERS,"SOFTWARE ENGINEER","St. Louis, MO",6.365853658536586,101878.0487804878
OTHERS,"BUSINESS ANALYST","Dallas, TX",5.533333333333333,101733.33333333333
ORACLE,"SOFTWARE ENGINEER","Oakland, CA",12.5,101666.66666666667
OTHERS,"SOFTWARE ENGINEER","Moline, IL",6.5,101500
OTHERS,"SOFTWARE ENGINEER","Arlington, TX",5.5,101500
OTHERS,"MECHANICAL ENGINEER","Stratford, CT",2.5,101500
OTHERS,"MECHANICAL ENGINEER","Redondo Beach, CA",5,101500
OTHERS,MARKETING,"Zurich, ZH, Switzerland",4.5,101500
OTHERS,"SOFTWARE ENGINEER","Bloomfield, CT",7.5,101500
OTHERS,RECRUITER,"Dallas, TX",10.75,101500
OTHERS,"PRODUCT DESIGNER","Cincinnati, OH",10,101500
OTHERS,"MANAGEMENT CONSULTANT","Louisville, KY",4.5,101500
AMAZON,"PRODUCT MANAGER","London, EN, United Kingdom",9,101333.33333333333
ORACLE,"SOFTWARE ENGINEER","Manchester, NH",11.666666666666666,101333.33333333333
ORACLE,"TECHNICAL PROGRAM MANAGER","Melbourne, VI, Australia",14,101333.33333333333
OTHERS,"SOFTWARE ENGINEER","Burnaby, BC, Canada",7.571428571428571,101142.85714285714
OTHERS,"PRODUCT MANAGER","Amsterdam, NH, Netherlands",9.61111111111111,101111.11111111111
OTHERS,"SOFTWARE ENGINEER","Boise, ID",5.4,101066.66666666667
OTHERS,"BUSINESS ANALYST","Saint Paul, MN",5,101000
OTHERS,"SOFTWARE ENGINEER","Northbrook, IL",6,101000
OTHERS,"DATA SCIENTIST","Wilmington, DE",4,101000
OTHERS,"HARDWARE ENGINEER","Columbus, IN",5,101000
OTHERS,RECRUITER,"Irving, TX",12,101000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Edinburgh, SC, United Kingdom",10,101000
OTHERS,"SOFTWARE ENGINEER","Detroit, ME",7,101000
GOOGLE,"SOFTWARE ENGINEER","Dublin, DN, Ireland",6.466666666666667,101000
GOOGLE,SALES,"Sydney, NS, Australia",7,101000
OTHERS,"SOFTWARE ENGINEER","Colorado City, CO",3,101000
MICROSOFT,"TECHNICAL PROGRAM MANAGER","Taipei, TP, Taiwan",16,101000
OTHERS,"MECHANICAL ENGINEER","Dublin, DN, Ireland",11,101000
ORACLE,"SOFTWARE ENGINEER","Vancouver, BC, Canada",3,101000
OTHERS,"PRODUCT DESIGNER","Santa Barbara, CA",2,101000
OTHERS,"HARDWARE ENGINEER","Munich, BY, Germany",12.5,101000
OTHERS,"HARDWARE ENGINEER","Tempe, AZ",7,101000
OTHERS,"HUMAN RESOURCES","Foster City, CA",6,101000
AMAZON,"SOFTWARE ENGINEER","Vancouver, BC, Canada",5.739130434782608,100695.65217391304
OTHERS,"HARDWARE ENGINEER","Haifa, HA, Israel",8.8125,100687.5
OTHERS,"SOFTWARE ENGINEER","Irving, TX",5,100666.66666666667
OTHERS,"DATA SCIENTIST","Arizona City, AZ",3,100666.66666666667
OTHERS,"BUSINESS ANALYST","Plano, TX",4,100600
AMAZON,RECRUITER,"Seattle, WA",6.818181818181818,100515.15151515152
OTHERS,"SOFTWARE ENGINEER","Syracuse, NY",3.5,100500
AMAZON,"BUSINESS ANALYST","San Francisco, CA",4.5,100333.33333333333
APPLE,"SOFTWARE ENGINEER","Paris, IL, France",11,100250
OTHERS,"PRODUCT DESIGNER","San Antonio, TX",5.25,100250
OTHERS,"PRODUCT MANAGER","Indian Lake, NY",2,100000
OTHERS,"SOFTWARE ENGINEER","Delaware City, DE",2,100000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Monroe, LA, United States",25,100000
OTHERS,"DATA SCIENTIST","Waltham, MA",2,100000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Hsin-chu, TP, Taiwan",12,100000
OTHERS,"MECHANICAL ENGINEER","Northridge, CA",5,100000
OTHERS,"HUMAN RESOURCES","Taipei, TP, Taiwan",14,100000
MICROSOFT,"PRODUCT MANAGER","Sydney, NS, Australia",1,100000
MICROSOFT,RECRUITER,"Redmond, WA",10,100000
MICROSOFT,"SOFTWARE ENGINEERING MANAGER","Oslo, OS, Norway",9,100000
MICROSOFT,"SOFTWARE ENGINEER","Renton, WA",1,100000
MICROSOFT,"SOFTWARE ENGINEER","Oregon City, OR",0,100000
MICROSOFT,"PRODUCT DESIGNER","Vancouver, BC, Canada",5,100000
MICROSOFT,SALES,"London, EN, United Kingdom",8.666666666666666,100000
MICROSOFT,"SOFTWARE ENGINEER","Auckland, AU, New Zealand",10,100000
MICROSOFT,"MANAGEMENT CONSULTANT","San Francisco, CA",2,100000
OTHERS,"DATA SCIENTIST","Tampa, FL",3,100000
OTHERS,"MECHANICAL ENGINEER","Tokyo, TY, Japan",0,100000
OTHERS,"PRODUCT MANAGER","Brazil, IN",1,100000
OTHERS,"SOFTWARE ENGINEER","West Valley City, UT",20,100000
ORACLE,RECRUITER,"Seattle, WA",13,100000
ORACLE,"PRODUCT MANAGER","London, EN, United Kingdom",15,100000
ORACLE,"SOLUTION ARCHITECT","Stockholm, ST, Sweden",15,100000
ORACLE,"SOLUTION ARCHITECT","Toronto, ON, Canada",10,100000
OTHERS,SALES,"Dublin, GA",6,100000
OTHERS,"SOFTWARE ENGINEER","Beloit, WI",7,100000
OTHERS,"MECHANICAL ENGINEER","East Hartford, CT",13,100000
OTHERS,SALES,"Indianapolis, IN",5,100000
OTHERS,"SOFTWARE ENGINEER","Monterey, CA",1,100000
OTHERS,"PRODUCT MANAGER","Auckland, AU, New Zealand",15,100000
OTHERS,SALES,"Jeddah, MK, Saudi Arabia",8,100000
OTHERS,SALES,"Bellevue, WA",10,100000
OTHERS,"DATA SCIENTIST","Cary, NC",9,100000
OTHERS,"MECHANICAL ENGINEER","Detroit, MI",0,100000
OTHERS,SALES,"Brussels, BU, Belgium",8,100000
OTHERS,"SOFTWARE ENGINEER","Owings Mills, MD",5,100000
OTHERS,"HUMAN RESOURCES","Shenzhen, GD, China",5,100000
OTHERS,"TECHNICAL PROGRAM MANAGER","Las Vegas, NV",5,100000
OTHERS,"PRODUCT MANAGER","Miami, FL",14,100000
AMAZON,"PRODUCT DESIGNER","Cincinnati, OH",7,100000
AMAZON,"PRODUCT MANAGER","Fort Myers, FL",17,100000
AMAZON,"SOFTWARE ENGINEERING MANAGER","Berlin, BE, Germany",6,100000
AMAZON,"SOLUTION ARCHITECT","Courbevoic, IL, France",3,100000
AMAZON,"TECHNICAL PROGRAM MANAGER","Richmond, VA",7,100000
AMAZON,"MANAGEMENT CONSULTANT","Bengaluru, KA, India",12,100000
AMAZON,"DATA SCIENTIST","Antioch, TN",1,100000
AMAZON,"PRODUCT DESIGNER","San Diego, CA",0,100000
AMAZON,"HUMAN RESOURCES","Houston, TX",5,100000
AMAZON,"SOLUTION ARCHITECT","Germantown, IL",5,100000
AMAZON,"TECHNICAL PROGRAM MANAGER","Tokyo, TY, Japan",7,100000
AMAZON,"PRODUCT MANAGER","Santa Monica, CA",5,100000
APPLE,"PRODUCT MANAGER","New York, NY",5,100000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Oulu, OU, Finland",15,100000
OTHERS,"SOFTWARE ENGINEER","Oregon City, OR",5,100000
OTHERS,"HARDWARE ENGINEER","Kent, WA",4,100000
OTHERS,"DATA SCIENTIST","St. Louis, MO",0,100000
OTHERS,"PRODUCT MANAGER","Chantilly, VA",3,100000
OTHERS,"SOFTWARE ENGINEER","Bedok, SG, Singapore",5,100000
OTHERS,"BUSINESS ANALYST","Montvale, NJ",10,100000
OTHERS,"DATA SCIENTIST","Washington, VA",2,100000
OTHERS,"DATA SCIENTIST","Kansas City, MO",3,100000
OTHERS,"SOFTWARE ENGINEER","Kansas City, KS",6,100000
OTHERS,"MANAGEMENT CONSULTANT","Edinburgh, SC, United Kingdom",20,100000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Torrance, CA",13,100000
OTHERS,"TECHNICAL PROGRAM MANAGER","White Plains, NY",15,100000
OTHERS,"MECHANICAL ENGINEER","Miami, FL",14,100000
OTHERS,"HUMAN RESOURCES","Columbus, IN",10,100000
OTHERS,"SOLUTION ARCHITECT","Usaquen, CU, Colombia",1,100000
OTHERS,"HARDWARE ENGINEER","Round Rock, TX",17.5,100000
OTHERS,"BUSINESS ANALYST","Princeton, NJ",3.5,100000
OTHERS,"SOFTWARE ENGINEER","London, OH",8,100000
OTHERS,"DATA SCIENTIST","Alpharetta, GA",3,100000
OTHERS,MARKETING,"Rabat, RA, Morocco",3,100000
OTHERS,MARKETING,"Nineveh, NI, Iraq",1,100000
OTHERS,"SOFTWARE ENGINEER","Levis, QC, Canada",8,100000
